rating,review
4,"I just leased a new 2019 Mazda3 from Davis-Moore, and it was hands down the easiest purchase I have ever made! My sales person was Ryan Schauf. He was friendly and responsive when I asked about the availability of the car I was looking at online, and when I came to look at it, the vehicle was clean, warmed up, and ready for a test drive. He drove first to really show off some features of the vehicle I had no idea were even there, and then he directed me on a preset route (although he was willing to let me pick some of the streets I wanted to test as well). He was extremely professional and I never once felt rushed or pushed into buying anything.

When it came time to talk price, I spoke with Ryan, but also the sales manager Chris Meek. Both of them really went above and beyond to get me a great deal! They immediately gave me an excellent price, and I appreciated that there was little need to go back and forth to get a good price. Chris was fantastic!

When I was ready to move to finance, they were busy! I had to wait a short time before going in, but their waiting area is loaded with TVs, snacks, drinks, and even classic arcade machines that were set to free play to keep me occupied! I've never seen that before! I put in some time trying to beat the high score on Donkey Kong while I waited, and that passed the time quickly. This will be very nice when I come back for service as well!

When it came time to meet with the finance manager, I worked with Dominic Feld. He was quick, efficient, and amazing to work with! Like most people, I'm usually I'm on edge when it comes to the financing side of buying, but my experience with Dom was calm and relaxed. He really made me feel at ease. Dom respectfully offered some products that he thought would compliment my new vehicle, and I made sure to take advantage of a few of them like the Wheel and Tire protection (especially with how much construction we have. I've lost too many tires to nails and screws the past few years!). But what I really liked was that he never pushed me into anything I wasn't interested in. Similar to when we discussed the price of the car, if I declined a service, there was none of the back and forth for hours like many other place I have bought before, and I was in and out of the finance office within 10 or 15 minutes. Lightning fast compared to some of my past experiences! In fact, the whole experience was quick, as from the time I arrived for a test drive to driving away with my new car, I was only there for a little over an hour and a half! It was the fastest buying experience I've ever had, and I have to say it's because of their professionalism and efficiently.

Finally, when I was finished with financing, Ryan had gotten the car cleaned up and ready for me to drive away. He had even already moved the plate from my trade in over to my new one! Before I left, he went over a few more features to make sure I knew what everything did and how to properly operate my new car, and even helped me move some of my things over from the car I traded in.

Davis-Moore Mazda, you were amazing, and really made my purchase feel special. Thank you to everyone for making my car buying experience easy, quick, and honestly enjoyable! Ryan, Chris, and Dom really went above and beyond! If anyone is looking for a new or used car from Davis-Moore, I wholeheartedly recommend working with them!"
4,Great place to buy y a car. Kristen is super great I told her what I wanted and she had it ready and waiting. I will be leasing all of my cars here. And will always request Kristen. Good job.people.
3.8,Very easy to work with.  Mike was great.  Encouraged a through test drive and mechanical checks.  Very different from the large chain dealerships I've tried to deal with.
3.9,Auto class dealer made the situation right from my earlier review.  I left a satisfied customer and Chad and team made me happy. I felt liked they cared 
3.8,"I purchased a 2019 F-150 I found off their internet add in December.  I am in CA and did the negations by phone text and email.  When I arrived to turn in my old truck and pick up the new one there was literally nothing in the file for the transaction.  I had paid for a shell and leather upgrade as the down payment so I was locked to this truck (they were never able to provide the receipts for the shell or aftermarket leather).  I was told my trade in would be upper half of their online value estimator because it has 20k miles left on extended warranty, under seat safe and air assist bags, and in excellent condition, that was 11 to 16K (estimator value) so I was told 13K up would be trade value.  On arrival they found no issues and said 11K.  I was told no problem to switch low profile tires and upgraded rims for the smaller standard rims and higher profile tires and would get a credit as the rims were  $1,200 upgrade.  No note on this in the file, I ended up with tires and rims off of a trade in with 19k miles, no credit for used tires or the value of the rims, told take it or leave it.  

I repeatedly asked for the pricing work sheet because numbers didn't work out as they described and my repeated requests were flat out refused.  All numbers were on on a blank 8x11 sheet of paper and they could not give a purchase number, tax rate or what number taxes were calculated from.  Exacerbated, I signed the paperwork and left to CA.

I made CA DMV appointment to register, the first week January and DMV had nothing from the dealer.  Dealer check and application arrive 34 days after purchase, DVM calls me to come down and because the 30 day temp registration expired the fine was just under 2K!  DMV had no way to determine purchase price to calculate taxes.  So I had to get a 30 temp registration, and finally got Home Town Motors to send the pricing sheet.  Back to DMV 3rd time, the lady laughed at the sales financing form compared to the  pricing sheet.  Another $965 to DMV that was not calculated properly and the vehicle was finally registered in early February.  I called and talked with the finance person I dealt with because he was the only one I could get to answer the phone and asked that they reimburse me for the fine I received because their paperwork was late and pay 50% of the additional fees they improperly calculated.  I was promised a manager would get back to me, nothing.

I purchased a truck from Corwin Ford in Nampa Id. the same way in 2015.  I arrived, they had all the paperwork in a folder, signed in less than 1/2 hour.  Went to CA DMV the next week everything was correct. no Problems.  

I don't think the Folks at Home Town Ford are intentionally dishonest, but rather in way over their heads, with poor or no business processes in place and internal communication is all verbal with no records.  They are not equipped, or experienced to do out of state or online sales.  They knew I was screwed because I had paid for the leather and shell as well as traveled 900 miles to pick up the new truck.  As such they did not in anyway try to reach any compromise regarding the trade in value, tires or provide detailed costs of the transaction.

Unless you can conduct ALL transactions in person, make notes and demand documentation of all the transaction details before agreeing to anything, you should pay a bit more and go somewhere else."
3.9,"Worst place ever when we purchased our car we bought protection plus plan for $1400  and GAP couple months later the car was total loss and we  did a claim they requested a cancellation of warranty and I contacted them they never responded try to contact Keith the manager and he said he doesn't handle  financials. they transfer me to Luis that told me he was going to call me back in 30 min and here I am waiting 3 months later I finally contact the protection plan company and they NEVER RECEIVED PAYMENT  for the policy so they never activated the protection plan..
Apparently CASTLE HILLS MOTORS was supposed to refund the $1400 to the lender and as of today they have not received anything .. please don't buy from this place they are going to steal your money!!"
3.9,I apologize for my delay. I wanted to update everyone. I left a review on 30 july 2019. I had a really bad deal when i bought my truck. Things weren't as promised and them refuse to finish and make it right. After leaning my review i received a phone call. The me owner was on they other end of the phone and explained that he had recently bought the dealership and wanted to see if he could try and make it right. He had his guys come and get the truck a day or so after . i don't know what's wrong with it at this point. But giant thanks to Brian for being concerned. I Will Update again when we're done with this mess
3.9,"This dealership is the worst, they tried holding back a $500 check because I gave them a bad review but then sent me the check for $500. Brad and finance crew are nothing but crooks. STAY AWAY FROM THIS DEALERSHIP. "
3.7,"Bob Stalling was great. From start to finish. We live in Houston and purchased from Dallas because we had a bad experience with Ron Carter Hyundai. We made the right decision. Absolutely no extra fees at Bob Stallings. The price I was quoted over the phone is exactly what I paid. No bogus fees.  My daughter is so happy. If you are in the market for a new vehicle I suggest everyone contact Bob Stallings. Even if you want another make and model please contact Julian Salazar at  Bob Stallings before you buy anywhere else. Trust me. He started the deal Monday morning and was driving the vehicle to Houston by 2pm. It would have been done earlier but I held it up a little.  Think about that for a minute. He was driving it to Houston.  Wow. That is customer service.  Not to mention I purchased the exact same vehicle for 2512.00 cheaper at Bob Stalling compared to Ron Carter. Wait the vehicle at Ron Carter had tinted windows and a pin strip. I guess that’s worth 2500.00 dollars at Ron Carter Hyundai. There are still great dealerships out there and I found one in Bob Stallings Hyundai. 

Regards,
Robert"
3.7,"We recently purchased a Pre-Owned Volvo. Samuel Dixon was a key component in our purchasing experience. He is knowledgeable, service oriented and easy to work with. Thanks to Samuel and the Grubbs team for working diligently to get us the vehicle we wanted. "
3.7,We drove down from Amarillo tx to test drive a new ram truck. Ryan was extremely easy to get along with. I didn’t feel pressured into anything at all and they gave me exactly what I wanted for my trade in. I have never experienced an easier car deal in my life . I will 100% be coming back in the future for my next vehicle.
3.7,"They offer great deals online and advertise low prices. But what they dont tell you is they add a $1700 fee that is completely nonnegotiable. This fee supposedly covers their work on the car that makes it certified preowned. But this is a legal requirement to advertise the car as certified so therefore should not be a fee. They basicly lie to you about the price until you are sitting down in their office. Do not go here, and if you do go ahead and add that $1700 to every price tag. It's clear they do this so their cars come up as the best deals online, this practice is immoral and downright despicable. "
3.8,"This is low stress car buying.  Dealt with Dave DeShazo and he was of great help.  Was able to provide information and photos on the vehicle.  Since I was driving from Houston, this was of great assistance.  Would highly recommend Zigler and will be my first stop when looking for another car.

Ed Mc"
3.7,"Oh, no! After waiting three weeks for an appointment, they took my Chevy Malibu back to the service bay for a GM recall issue they came back and said it will be 1.5 hours before they can get to it and the software update takes 2 hours. So, we're supposed to wait in the COVID-city waiting room because they can't schedule properly or tell people in advance that you should be prepared to leave the car for 3 to 4 hours? No one is doing the socially distancing thing in here while Denton virus numbers are so high. NO WAY will I ever buy a car from them or use their service again. Upon asking for my car back, the service attendant just said ""Oh, OK, whatever."" Tammy was nice but totally powerless to help. The scheduling people should TELL customers about the expected wait time even when you have an appointment! What a sloppy, stupid system and poor customer service. I guess because they make no money off of a recall, you don't matter."
3.7,The service dept personnel are very professional they took my vehicle in told me what needed to be repaired.  Then made the repairs very promptly and then we were on our way. Thanks to all in the service dept & Todd.
3.7,This dealer is a FRAUD! I purchased a Wrangler from them on 6/3/20 paid wire transfer immediately. It’s 7/26/20 and I still didn’t get the car. After involving the local county sheriff I got a hold of owner Constance that promised me that she will personally take matters onto her own hands since her manager Brian and her salesman Joe kept lying to me over the last almost 2 months that they will ship the car soon. Outrageous! I found my own shipper and now they blame COVID-19 issues at the dealer. What next? ... 
3.5,"Perfect customer service, will not be the last time to deal with them <U+2764><U+FE0F> Very friendly, nice, and helpful. Great deals and good prices <U+0001F44C> perfect hostility "
3,"This dealership isn't even worth the 1 star I gave them. Don't waste your money. Purchased a truck a few months ago, and already trying to get out of after having to spend $3,000 on it right off the bat. We understood it was a used card dealership, but was hoping for a truck that would at least last a couple years considering it is a 2017model. All of their trucks are worn, and covered up very well to buyers.

"
3,"Very courteous and helpful staff.  First time buying a car and they made the whole process very easy.  5/5, will buy more vehicles here in the near future!"
3.4,"IF YOU ARE LOOKING FOR A SIGN TO GET A CAR FROM HERE << HERE IT IS!!!>> purchasing a car is always a long process, so there you go. That is the only complaint.It took an agonizing 4 hrs, but well worth the wait. I had the pleasure of dealing with a down-to-earth gentleman out in Rowlett, TX. Rudy made us feel like family and honestly that may have been what sold me lol. My husband and I went up there expecting something great and we were super happy with receiving a great deal on something even better than I thought. All in all, its worth the wait, and worth looking into. I am super satisfied with the hospitality and not to mention the selection they had was great.i  Absolutely, 100%, recommend this place to anyone who is looking for a vehicle. Thank you Berrett Motors, it is a pleasure and shout out to Rudy and the boss man who helped us every step of the way!! "
2,"First off; No place for customers to park. Filled with cars for sale and rental cars. We parked on the street.
Second: Salesman never introduced himself or gave us a card.
Third: When we called the main number it rang about 10-12 times. They always said he is not at his desk. One time we saw he was at his desk and called just to see what the person who answered the phone would say, which was ""Not at his desk, out with a customer.""
"
3.4,"First time buyer, he was very helpful and took time to explain the process. Made everything easy and straight forward! Answered and questions needed. Don’t be shy to ask questions!"
1.8,"I purchased a car from Dallux Motors August 2018. As of December 2018, approximately 120 days later, I still do not have license plate or registration, and my last 3 emails to the owner have gone unanswered. In two days, I will be driving with expired temp tag. They also took approximately 60 days to pay off the loan on the car I traded in. This dealership is every reason why people cringe at the thought of buying a car."
1.8,"I bought a brand new MDX from Mac Churchill - the one that went bankrupt in North Fort Worth.  It had a bad transmission, which they replaced with a transmission that was so jerky you wouldn't believe how awful it was to drive.  After numerous complaints and no repair, I finally sold the car.  I took a loss of course.  Then I requested a refund on my extended warranty agreement, which they owe me.  They have not refunded it and it's been almost a year.  They have horrible service and will cheat you out of your money if they can.  I would never buy from another Mac Churchill dealership."
3.7,"Very helpful people who went above and beyond to make my experience great 
They answered all my questions and were very respectful and knowledgeable too."
1.6,"DON'T purchase a car here UNLESS it has an original factory warranty AND a clean Carfax.  The pre- purchase transaction was friendly and promising.  Post purchase was lousy.  I had a ""We owe"" ticket for a second key fob that the the previous owner (who purchased used Porsche} promised to bring in.  When she did, the owner (Sami) refused to send me the key fob because he did not want to pay the postage.  My son picked it up for me because I have stage 4 cancer and have a comprised immune system plus COVID-19 is full effect.  Three weeks after my temporary plate expired and MANY texts, the salesperson informed me that the plate had been in for 4 weeks and that Sami would not send them out.  Reason:  Unknown.  Perhaps he made a error in selling me the car at a price he re-thought was too low!  I had to enlist the help of the Plano PD to have the plates sent to me which I received the next day.  Unfortunately, the owner (Sami) let the salesman go.  Nice guy!  In closing, there might be a reason why these cars are not purchased by factory approved dealerships.  My thought is, most are auction cars with  warranties that are expired or due to expire in miles or years.  Factory dealerships don't want the deal with the issues of cars that do not meet their standards."
1.4,I went and bought a truck paid off with receipt in hand and it got repoed went through a friend that had a car from there I took over payments car was taken filed a report and Abilene used car sales repoed it so what kind of car lot is this so this is how they make there money the truck I paid off was $10000 and the car I took over payments on I was still paying on owed $5000
1.4,"AVIS is not selling the cars, its third company IFS who is dealing with the sale & rent agreement, which is not registered with the funding companies like BOA/DCU and other big brands.
Evaluation takes time and sales team didn't provide all the information for the seller companies information ( as per site- AVIS is selling ) but during financing/funding, it is found that IFS is a broker.
I would not recommend to go with AVIS Car Sales."
1.4,"I would not recommend this dealership because I bought an extended warranty from them and then cancelled it within the cancellation period. They have not refunded my purchase after over 90 days. I have called the manager, Adrian several times, and he promised to give me my money back but never did. Now we're probably going to have to go to court."
3.4,Dealership called / texted me to come in and look at truck I had seen on-line and was very interested in.  Get to dealership and the owner's son has the vehicle out joy riding and I can't look at the vehicle.  Drove over 30 mins to get there.  Completely unprofessional.  Would not trust these guys at all.  These are the folks that give USED CAR SALESMAN their bad reputation.  Third rate organization. 
1,"I heard nothing from this dealer pertaing to my request for info. So with regards to that experience,I'll never contact them again. 
Have a good day!"
1,"Crooks....after a 29 days PD repo/redemption I'm fed up and set an arrangement to pay it off. Paid it off as per and was told my title would b ready to pick up in 2 weeks...ok...expected to drive off but then told it was taken to their warehouse in Rockwall....20 more minutes than the 35 I had to drive to get there.Wait was 50 mins but to appease me they all of a sudden were able to give me the title today. I asked...""Are they towing it back or driving it?"" They said TOWED. Yea right!! Then this man comes DRIVING up in my car I just paid off...putting more miles on it. Finally get it and....no plates...car emptied, no signs of our stuff.....missing the knob for my AC...a knob that was there when they took it. Ask where my stuff is and they bring me a trash bag that's missing my husband's Yeezys and my $400.00 Rx Tory Birch sunglasses.....<U+0001F621><U+0001F621><U+0001F92C><U+0001F92C><U+0001F92C>!!!! A+ BBB my xxx!! They are the worst...buyer beware!!!"
1,My experience with this company was horrible unprofessional rude and disrespectful personally they were playing too many games for me that we were fully aware that I was from another state reckless that’s all I Gotta say about this place recklessI would never recommend this place to anyone at all
1,"I bought a 2019 Camaro ZL1 Convertible that had 2100 miles from Dallad Auto Exchange They had it listed on Ebay . I called and spoke with Crockett and he assured me car was mint no scratches dents or dings.... So upon delivery of car that came shipped in a enclosed trailer I noticed the car had a decent amount of rock chips and I decent size scratch on the bumper Then I put the car on my lift in the garage and noticed the tire had a busted belt in the sidewall. I emailed the dealer and they told my Goodyear should cover this. I took car to local dealer they laughed and said No Then I took it to Discount tire and they told me to call Goodyear I called them and they refused I spent 2 days trying to get this $300 plus tire replaced. So I called Crockett and he agreed to pay for it. I thought ok greatwhat a stand up dealership.... So I ordered tire from discount tire. I went to have tire install and found out the Rim was bent and couldn't be repaired... So I emailed and called Crockett and his response was he wasn't paying for $1000 Rim.. So after paying $59,500 for what was supposed to be a mint cost me an additional $1500 to have a new rim and rock chips fixed Out of State buyers BEWARE and send someone locally to inspect 
The car"
1,"Destroyed new part during alignment, refused to admit fault. Had to buy a new part myself to get things fixed after much arguing. Will never come back here."
1,"Bought a Jeep from this place. Celled them after two or three days because it was making a noise. They did not call me back. Called them two more times afterwards, no return calls. The Jeep needed a new engine. This dealership showed us a false Carfax report.  We had to sell the Jeep for much less than we paid for it,  This place will not talk to us or respond to us at all.  They knew they sold us a Jeep that was in need of an engine.  SCAMMERS.  WARNING. DO NOT BUY FROM THIS PLACE."
1,"Purchased a vehicle, or I should say LEMON from Sunrise Used Cars in Lindenhurst last month, and was informed by the owner Joe at Sunrise, that he sold the car for Elite Motorsports. I have had problems with this vehicle within 2 days after picking it up. I called Joe at Sunrise and requested a refund, he refused and stated he sold the car for Elite Motorsports and to take it up with them. Can you believe the audacity? I paid Sunrise Used Cars and he is passing responsibility onto Elite Motorsports and then they denied Joe's claim. I found Elite Motorsports to be dishonest when I insisted something was terribly wrong with my vehicle, they told me to bring it to their location, and was promised a full diagnostic. I requested the diagnostic report, but they refused it, I asked for their Technician notes, and while Frank, their service manager was looking for them on his computer, he conveniently tells me he accidentally deleted them. I'm told the car was brought there for the inspection, yet how does a vehicle with extremely bad brakes, and other issues pass inspection? My vehicle goes back a second time, and this time I give them a diagnostic report from Audi and Elite Motorsports stated their diagnostic was inaccurate, Audi are thieves and they do not know what they're doing. Diagnostic Reports are inaccurate? REALLY? My vehicle has now been sitting for two days because it has a bad leak. Kai from Elite Motorsports promised me he would pick up my car, but the day my car  was suppose to be picked up he calls and states, his truck is down. TRUCK IS DOWN? You fix cars, why is your truck down for two days now? Just more lies. Then he has the audacity to tell me to pay for a tow to his shop. My car vibrates terribly, car is leaking oil (I believe transmission oil) that ruined my driveway. AC doesn't work, and I could go on and on. 
PLEASE HEED MY WARNING AND STAY FAR AWAY FROM SUNRISE USED CARS AND ELITE MOTORSPORTS. They are dishonest, and they are liars! 
The ONLY thing that brings me comfort is... G*d above sees everything, and people like this will eventually get what is coming to them. 
YOU SHOULD ALL BE ASHAMED OF YOURSELVES!"
1,"Flew in from Minneapolis a day before I needed to be here, just to see a particular car they have for sale.  I arrived beforetheir posted closing time only to find out they are closed early and no one is there.  I messaged them on FB through the ad they had posted asking if they closed early for the day, when they responded I explained the situation and was told that no they didn't leave early for the day. 
I pointed out the time I messaged them and that I had been there walking around their lot for a few minutes before that message and they were clearly closed early.  This person stated he would have a talk with the store manager in the morning.  Then we moved onto the car at hand and this same person running the FB account informed me I should go to a different dealership to see if I fit in the car they have for sale......???.... What?!  I'm a tall guy and want to see if I fit in a little sports car and see the condition of the car before I buy it, but since it's in the owners garage I can't sit in the car?! How are you going to sell it if you can't see it?  I've been in sales/recruiting for the Army for a long time and I have never seen anything like this.  I was 100% ready to buy the car and already had the shipping service ready to transport the car back to MN too.  I'm not sure how easy it is to throw $90,000 sales out the window like that, but as you told me ""good luck"" with your business, treating people like this.  Luckily for me there is another one in the same color just up the road.  "
1,"PLEASE, PLEASE and again PLEASE don't ever even think about buying a car from this company. People trust if you found this car lot you can find another one. All this car wants is your money. We bought a car from them yes (the saleman...snake) was nice. We was about 1 week late on a partical payment of about $160. First we called to make payment arrangements (thats was out the question). We called everyday letting them know we was going to make the payment the following week. They repoed our car at 5pm the day before we was going to make the payment (don't I said we called them everyday to let them know when the payment was going to be made. Total to get car back was $715.22. We had to pay repo fees, the partial payment plus the full payment that just came due. All this had to be paid 5 days before Christmas. Also you have to go downtown to make the payment...in person can not do it over the phone. You then have to go to Irving to pick up your car and that can not be done but on Mondays, Wednesdays, and Fridays between 9:30 - 12 and then 1:30 - 2. So I say please think and pray.  Spend your money with a car lot that cares about you the person not just your money. If we people would start working together we can show these companies who runs who!"
1,"Imagine my surprise when I thought I bought a 2016 POLESTAR car. I brought The car in for an oil change and to find out why the car is smoking from exhaust excessively? Well, I found our that the engine in the car DOES NOT belong to this 2016 but has been swapped with a 2012 engine, a standard engine with who knows how many miles is on it and not even a high output engine like what belongs in a Polestar! Imagine my disappointment when found out I bought A TOTAL FRAUD CAR! The opposite of what was supposed to be my dream car! BE AWARE!"
1,Went to buy a car on Thursday nights by Friday morning they were texting me and calling me that I need to bring it to the car back because of some fraudulent paperwork then they didn’t want to give me my down payment back. 
3,"This place is a joke! Do not buy from them! We got a car from them for over $18,000, we went to trade it in and they said the car is only worth $9,000 maybe. Not knowing (because they didn't pay attention) we got it from them. Saying the place we got it from ripped us off.. Then they realize we got it from them so they started ""working with us"" on the trade in value. 
They do NOT accept all credit, false advertising much!? We looked at a 2012 ford with 140,000 miles.. They wanted $20,000... You go to a legit dealership and they will charge that for a 2015 with less milage.. I've already researched this.. These people are money hungry!!! I've left reviews and comments on their facebook page but it keeps getting deleted. So buyers beware, they delete all negative reviews to make them look better."
2.7,"I have mistakenly purchased a vehicle from this place in February. I had to call for 2 weeks to get my first tag renewal and I have now been told that they are not extending the tags anymore. I will be driving illegally on June 8th and the only thing they told me was to go to the tax office. Their advice is for me to waste a day at the tax office, where they may or may not renew my tags, and then I get to pay for tags that the dealership should be handling. I still have no resolution and no one answers at the corporate number. Do not buy from this place. Terrible Customer Service!!"
3.6,I purchased a 2029 Stelvio from this second rated dealership. It has been one unanswered phone call after another. Had damaged items on my car that they were going to  order and replace. They installed used parts. Looking for my plates  2 months since I bought it and still don’t have them. Tried to call and speak to Mr Hamud and everyone at the dealership tries to cover up the problem and transfers me to wrong departments or straight to unidentiied voicemail. So maybe Mr Chris. Or Mr Joe Hamud would like to call. Jason has my number even though he doesn’t return calls or text messages very well and tells stories. Thanks Craig 
2.6,I was in the market for a Toyota. Mike saw me through every step and I was able to get exactly what I wanted! He treated me with utmost respect. Was not pushy at all (unlike with most other dealers). Just there to help guide me to a great decision! I highly recommend Ritz Auto Group and especially Mike!
2.5,"KNEW THESE FOLKS FOR A WHILE , SINCE 2012 , AND MAYBE EARLIER IN 2006 ?  SURE DO MISS AN HONEST CAR DEAL . SOMEHOW , NOW ITS ALL ABOUT THE PROFIT . THIS SURE IS NOT THE AFFORDABLE  , SIDE OF THE NEIGHBORHOOD . ONCE YOU HAVE BEEN SPRAYED BY THE SKUNK , TAKES TIME FOR THE STINK TOO WEAR-OFF !      WISH I HAD GONE ACROSS THE HIGHWAY AND DRANK SOME COFFEE , AND LOOKED AT A LEXUS . TOOK SOME ISSUES TO A MANAGER , ABOUT A CAR PROBLEM ; AND BASICALLY WAS CALLED A LIAR , BECAUSE THAT PERSON DID NOT SHARE THE CONVERSATION , WITH THE GENERAL MANAGER . OH  WELL , ITS BETTER TO MOVE ON TO WHERE THE AIR IS A LITTLE FRESHER !"
2.3,"Contacted Ahmad Khatib (owner) on 4/15/20 about a truck I was very interested in. I told him I wanted the truck and I offered to put a down payment. He told me no, I don't need to worry about that, I trust you, ill hold it for you. I called back again to confirm I had a pre-purchase inspection service coming out. He wouldn't allow it to be taken to a mechanic. I once again offered to put a down payment on the truck, he again said there's no need to, he’ll hold it for me. I called back again to confirm I had the inspection scheduled for first thing in the morning 4/16/20, as soon as they opened. The inspection was completed within about an hour, and I had the results. Everything came back great. I called Amar right after to tell him again that I wanted the truck, and that I am coming out to get it. I once again offered to put a deposit on it, and even asked him what I need to do to secure the purchase. He again informed me not to worry, he will hold it for me, no need for anything. A few hours later, I was off of work and home getting everything together, when I received a call from Amar, saying his ""brother"" sold it about an hour ago. Obviously I was not too happy about this and requested he reimburse me for the inspection I had done. He agreed to repay me, and said he will send me a check. I didn't have high hopes he would. Its been almost two months and I have not received a check or heard anything back from him."
5,Joe was very diligent in locating the perfect pick up truck for me. Went above and beyond!! I had a very good experience dealing with him and Dallas Lease Returns!!!
4.9,Best experience I’ve ever had buying a car! Kayla was so awesome and helpful. I am beyond satisfied!!! I love my new car so much! Thank you soooo much Kayla!!
5,"Trevor is an AMAZING salesman! Helped me every step of the way after numerous tests and calls. I would recommend him to anyone! He is so friendly and easy to work with! I now have a new friend at Carter Chevrolet in Okarche, Oklahoma! <U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F><U+2B50><U+FE0F>"
5,Staff is very friendly and goes above and beyond for the customer.  Customer service was excellent! Glad to see a dealership that treats customers like family.  
5,I did my homework on consumer reports as well as used True car to ask for quotes.  Tareq was the first to respond and gave me the lowest initial quote without pressure or constant hassling.  Buying process was smooth and low stress. 
4.9,Roy was very friendly and made our buying experience very easy and pleasant.  Thank you for your help Roy!  We will return again for future car purchases.
4.9,"Derek at Vernon Auto Group made purchasing my new truck a stress-free and enjoyable process, from inquiry to delivery. I would highly recommend Derek for anyone interested in purchasing a Ford. Who knew car shopping could be so easy! "
4.9,Salesman Jesse Patrick was great to work with and I wouldn’t hesitate to buy a another car from him. Jed Smith was great also.
4.9,"Excellent customer service. Greg did an amazing job with helping me with the test drive and answered all my questions.

Chuck is a one of the best out there and his excellent skills and knowledge helped close the deal. Thank you!"
4.9,"One call to Tammy and all was handled. Her follow up is always excellent. She represents the dealership in an excellent way. Service completed in a fast, friendly and efficient manner. "
4.9,"A very pleasant buying experience.  Everyone was very knowledgeable, helpful and courteous.  Would highly recommend to anyone.
Thanks to Lee Clanton and Nick Cox for the help.
    "
4.9,"Great service, very helpful and professional.  Would definitely buy another car at this dealership and from salesperson.  We have bought cars in the past from this dealership and will continue to do so."
5,"Our purchase at Knippelmier was a very pleasant experience. Unlike the big city dealers we spent a short time to make a purchase, never again will I want to go to the big city dealerships and spend all day."
4.9,I have bought 2 vehicles from Sam packs 5 Star!  A Ford and now a Subaru! The service is impeccable and Stephen Kroes is the best salesman I have ever dealt with! Excellent service! 
4.9,I had the privilege to purchase a 2020 Corolla from Scott Henderson. Walked in about 6:00pm and owned it by 8:30pm. Scott turned me over to Richard Breaud in finance and he finished the monetary details. What a combo! I couldn't be happier. Best and fastest auto purchase ever made in all my years.
4.9,We had the best experience ever! Everyone made buying a new truck easier than we could ever imagine. We received excellent service and would recommend to anyone buying a new vehicle to shop with Harry Robinson.
4.9,"Worked with Matt Ducote, General Manager, remotely.  Ordered the car we wanted with his assistance.  He notified us when car was available to test drive and review.  Robert Montgomery was very helpful explaining the new features.  In no time at all we were driving home. Their business ethics are greatly appreciated which we have not seen in many years.

"
4.9,The service was the smoothest. I was very pleased with my salesman’s work and diversity whenever choosing a car. The smoothest of the places I have been. 
4.9,"My husband and I set out to buy a used Highlander, and we were not disappointed.  Marcus G. was absolutely amazing to work with.  We showed up late in the evening, in the rain, and he was beyond accommodating!  When we couldn’t get everything sorted that night, Marcus was there for us early the next day.  We got an amazing deal on the Highlander that met all of our requirements, and they worked to find us a great financing option.

Hands down one of the smoothest vehicle purchases I have had. We will absolutely be returning to Family Toyota of Burleson and Marcus when it comes time to purchase our next vehicle!

Leith in the finance department was able to get us the financing, the warranty, and maintenance  package that met all our needs! "
4.9,Despite the delay in getting the vehicle (it's the hottest mid size SUV on the market) our experience with both the dealer representative and the dealership in general was very positive. Would recommend both to friends looking for a KIA. 
4.9,"Big Thank You.!
Granddaughter is the happiest kid in the world.
Luv the Car, Luv the Price, and especially luv the way my granddaughter was treated by everyone at the dealership.
I’m sold on your Dealership."
4.9,"Classic Honda is where I’ve gone for 12 yrs.
Steve manages an excellent Service Dept.and has been so helpful!!
Tks to Todd, William and esp. Debbie for walking me through the purchase of a  new
CR-V Honda!!!
Virginia Adair"
4.9,"I was having some serious car issues and these guys, especially Richard, went above and beyond to get me a deal on a new 4runner and get me financed and out the door. I had heard some horror stories about dealerships but this was a pleasant experience for sure "
4.9,"     I just want to thank James for helping us we were stuck in a high mileage crossover that we owed too much on, now were looking at getting TWO cars. All there used cars are super clean late model low mileage, can't ask for more! "
4.9,Crest Volvo  has exceeded our expectation in customer service.  The service department works determinedly in identifying any issue or concerns you may have with your auto.
4.9,Sean went above and beyond on my purchase of a preowned Lexus. I needed to limit my time in the dealership due to covid and my kids. He made it happen easily and around my schedule. Much appreciated! 
4.9,"Huggins Honda is a great dealership for automotive and customer service, customer experience, and customer satisfaction. Absolutely recommend them for everything. Service staff is awesome."
4.9,"From start to finish Jason was AMAZING! The whole experience was great, From test drives to finance to delivery. Jason was patient, honest, and transparent about everything we should expect and thoroughly went over every detail. Best salesman I’ve ever met and we will definitely be coming back. "
4.9,"Needed a great car at a reasonable price. 
Everything was done efficiently and with all questions answered.  Dealership is clean, friendly and top notch.  Met Mark Allen and was thanked over and over. Made me feel appreciated"
4.9,"honest and upfront pricing out the door no hidden fees, most dealers try to charge over $350.00 documents fees or add extra accessories not here, great deal on a 2020 civic hatchback thank you Honda of Bartlesville "
4.9,BA is very informative and helpful. He was friendly and a pleasure to work with. I looked at several cars and he was knowledgeable about all of them. He asked lots of questions and put me the car that fit me and my lifestyle. 
4.9,"Darin Lee was amazing to work with! Everyone was very friendly, NOT pushy at all and didn't have to spend all day there. Will definitely return for the next vehicle purchase. "
4.9,"The purchase experience at Porsche Grapevine was simple, convenient, and enjoyable.  I have purchased from many dealers and I give Porsche Grapevine high marks for customer service; especially after the sale. Aaron Fisk did an especially fine job."
